29.08.2014;русский;[HTML][HTML] ХАРАКТЕРИСТИКА ЭКОЛОГО-ЭПИДЕМИОЛОГИЧЕСКИХ ОСОБЕННОСТЕЙ НОЗОКОМИАЛЬНЫХ ИНФЕКЦИЙ В ОТДЕЛЕНИЯХ ПЛАНОВОЙ   ;http://cyberleninka.ru/article/n/harakteristika-ekologo-epidemiologicheskih-osobennostey-nozokomialnyh-infektsiy-v-otdeleniyah-planovoy-hirurgii-mnogoprofilnogo;-;0;0;НН МИТРОФАНОВА, СЮ БАБАЕВ  - Известия высших   ,  - cyberleninka.ru;-;-;-;2014;-
29.08.2014;русский;[HTML][HTML] Министерство общего и профессионального образования РФ. Череповецкий государственный университет. Кафедра биологии и общей экологии.   ;http://www.bankreferatov.ru/viewfile/9F7C26570447293CC32572B7001D8A7F/%D1%8D%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F.doc;ОГ Белова, НП Коломийцев,;0;0;bankreferatov.ru;-;-;-;0;-
29.08.2014;русский;[ЦИТИРОВАНИЕ][C] Производственная деятельность промышленного предприятия с позиции устойчивости локальной экосистемы;http://elibrary.ru/item.asp?id=11720282;ИВ Косякова,;0;0;Экология и промышленность России,  - elibrary.ru;-;-;-;2007;-
29.08.2014;русский;Теоретические основы защиты от вредных веществ при наплавке в процессе упрочнения металлургических машин;http://eir.pstu.edu/handle/123456789/163;ЮВ Логвинов, YV Logvinov,;0;0;eir.pstu.edu;-;-;-;2010;-
29.08.2014;english;Biotic controls on CO2 and CH4 exchange in wetlands–a closed environment study;http://link.springer.com/article/10.1023/A:1024913730848;TR Christensen, N Panikov, M Mastepanov,;0;0; - Biogeochemistry,  - Springer;-;-;-;2003;-
29.08.2014;english;Mass and energy flow in closed ecosystems;http://www.sciencedirect.com/science/article/pii/0022519372901580;RE Ulanowicz,;0;0;Journal of Theoretical Biology,  - Elsevier;-;-;-;1972;-
29.08.2014;русский;[HTML][HTML] НЕУСТОЙЧИВОСТЬ ДИНАМИЧЕСКОГО БАЛЛАНСА В СИСТЕМАХ ЛОТКИ-ВОЛЬТЕРРА С ВОЗМУЩЕНИЕМ ПРАВОЙ ЧАСТИ;http://cyberleninka.ru/article/n/neustoychivost-dinamicheskogo-ballansa-v-sistemah-lotki-volterra-s-vozmuscheniem-pravoy-chasti;-;0;0;МРАА АЛЬДЖААФРЕХ - Восточно-Европейский журнал   ,  - cyberleninka.ru;-;-;-;2014;-
29.08.2014;русский;[PDF][PDF] Закономерности функционирования водных модельных экосистем при воздействии токсических факторов;http://topreferat.znate.ru/pars_docs/refs/26/25682/25682.pdf;-;0;0;ММ ТРОФИМЧУК - topreferat.znate.ru;-;-;-;0;-
29.08.2014;русский;[PDF][PDF] Урбанизация биосферы;http://urboecol.muctr.ru/wp-content/uploads/2010/01/d094d09d-d09ad0b0d0b2d182d0b0d180d0b0d0b4d0b7d0b5-_-d0a3d180d0b1d0b0d0bdd0b8d0b7d0b0d186d0b8d18f-d0b1d0b8d0bed181d184d0b5d180d18b.pdf;ДН Кавтарадзе,;0;0;urboecol.muctr.ru;-;-;-;0;-
29.08.2014;english;[КНИГА][B] Ecosystem services: benefits supplied to human societies by natural ecosystems;http://www.wms.org/biod/value/EcosystemServices.html;GC Daily, S Alexander, PR Ehrlich, L Goulder,;0;0; -  - wms.org;-;-;-;1997;-
29.08.2014;english;[ЦИТИРОВАНИЕ][C] Principles of ecosystem design and management;http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4309154;HE Koenig, RL Tummala,;0;0;Systems, Man and Cybernetics,   ,  - ieeexplore.ieee.org;-;-;-;1972;-
29.08.2014;english;[ЦИТИРОВАНИЕ][C] Social organization and the ecosystem;-;OD Duncan,;0;0;Handbook of modern sociology,  - Chicago: Rand McNally;-;-;-;1964;-
29.08.2014;english;[PDF][PDF] Of mice and men: what rodent populations can teach us about complex spatial dynamics;http://www.environmentandplanning.com/epa/fulltext/a20/a200099.pdf;H Couclelis,;0;0;Environment and Planning A,  - environmentandplanning.com;-;-;-;1988;-
29.08.2014;english;Molecular microbial diversity of an anaerobic digestor as determined by small-subunit rDNA sequence analysis.;http://aem.asm.org/content/63/7/2802.short;JJ Godon, E Zumstein, P Dabert,;0;0; - Applied and   ,  - Am Soc Microbiol;-;-;-;1997;-
29.08.2014;english;Exposed sandy beaches as semi-closed ecosystems;http://www.sciencedirect.com/science/article/pii/0141113680900598;A Mc,;0;0;Lachlan - Marine Environmental Research,  - Elsevier;-;-;-;1980;-
29.08.2014;english;Fog in the California redwood forest: ecosystem inputs and use by plants;http://link.springer.com/article/10.1007/s004420050683;TE Dawson,;0;0;Oecologia,  - Springer;-;-;-;1998;-
29.08.2014;english;Length-weight relationship, muscle production and proximate composition of the freshwater crayfish&lt  i&gt  Austropotamobius pallipes&lt /i&gt (Lereboullet);http://www.sciencedirect.com/science/article/pii/0044848684900681;CP Rhodes, DM Holdich,;0;0;Aquaculture,  - Elsevier;-;-;-;1984;-
29.08.2014;english;Acclimation of ecosystem CO2 exchange in the Alaskan Arctic in response to decadal climate warming;http://www.nature.com/nature/journal/v406/n6799/abs/406978a0.html;WC Oechel, GL Vourlitis, SJ Hastings, RC Zulueta,;0;0; - Nature,  - nature.com;-;-;-;2000;-
29.08.2014;english;The structure, dynamics and changes of&#39 the Amboseli Ecosystem;http://erepository.uonbi.ac.ke/handle/11295/22086;D Western,;0;0;erepository.uonbi.ac.ke;-;-;-;1973;-
29.08.2014;english;Life and the production of entropy;http://rspb.royalsocietypublishing.org/content/232/1267/181.short;RE Ulanowicz, BM Hannon,;0;0;  of the Royal   ,  - rspb.royalsocietypublishing.org;-;-;-;1987;-
29.08.2014;english;Quantifying nighttime ecosystem respiration of a meadow using eddy covariance, chambers and modelling;http://www.sciencedirect.com/science/article/pii/S0168192304003028;G Wohlfahrt, C Anfang, M Bahn, A Haslwanter,;0;0; - Agricultural and Forest   ,  - Elsevier;-;-;-;2005;-
29.08.2014;русский;ПРИНЦИПЫ ФОРМИРОВАНИЯ УРБОЭКОЛОГИЧЕСКОГО КАРКАСА В РЕГИОНАЛЬНЫХ УСЛОВИЯХ;http://repository.enu.kz/handle/123456789/2219;НА Черныш,;0;0;repository.enu.kz;-;-;-;0;-
29.08.2014;english;[PDF][PDF] Consumers as maximizers of matter and energy flow in ecosystems;http://www.jstor.org/stable/2463145;M Loreau,;0;0;American Naturalist,  - JSTOR;-;-;-;1995;-
29.08.2014;english;Meta&#8208 ecosystems: a theoretical framework for a spatial ecosystem ecology;http://onlinelibrary.wiley.com/doi/10.1046/j.1461-0248.2003.00483.x/full;M Loreau, RD Holt,;0;0;N MOuquet,  - Ecology Letters,  - Wiley Online Library;-;-;-;2003;-
29.08.2014;english;[HTML][HTML] Computer game studies, year one;http://www.gamestudies.org/0101/editorial.html;E Aarseth,;0;0;Game studies,  - gamestudies.org;-;-;-;2001;-
29.08.2014;english;Soil and total ecosystem respiration in agricultural fields: effect of soil and crop type;http://link.springer.com/article/10.1023/A:1023004205844;A Lohila, M Aurela, K Regina, T Laurila,;0;0;Plant and Soil,  - Springer;-;-;-;2003;-
29.08.2014;english;Industrial ecology: concepts and approaches.;http://www.pnas.org/content/89/3/793.short;LW Jelinski, TE Graedel, RA Laudise,;0;0; - Proceedings of the   ,  - National Acad Sciences;-;-;-;1992;-
29.08.2014;русский;A model of host-microbial interactions in an open mammalian ecosystem;http://www.sciencemag.org/content/273/5280/1380.short;L Bry, PG Falk, T Midtvedt, JI Gordon,;0;0;Science,  - sciencemag.org;-;-;-;1996;-
29.08.2014;english;Impact of ecological succession on the parasite fauna in centrarchids from oligotrophic and eutrophic ecosystems;http://www.jstor.org/stable/2423696;GW Esch,;0;0;American Midland Naturalist,  - JSTOR;-;-;-;1971;-
29.08.2014;english;Importance measures in global sensitivity analysis of nonlinear models;http://www.sciencedirect.com/science/article/pii/0951832096000026;T Homma, A Saltelli,;0;0;Reliability Engineering   System Safety,  - Elsevier;-;-;-;1996;-
29.08.2014;english;Entropy as an indicator of sustainability in agro-ecosystems: North Germany case study;http://www.sciencedirect.com/science/article/pii/S0304380000003239;W Steinborn, Y Svirezhev,;0;0;Ecological Modelling,  - Elsevier;-;-;-;2000;-
29.08.2014;english;Operationalizing Sustainable Development by Investing in Natural Capital ;http://books.google.com/books?hl=ru lr= id=FVw7Ugp4ydIC oi=fnd pg=PA481 dq=%D0%97%D0%B0%D0%BC%D0%BA%D0%BD%D1%83%D1%82%D0%B0%D1%8F+%D1%8D%D0%BA%D0%BE%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0 ots=-Tu7Ux_ODq sig=kkE7Z56Ic0AR2FnJ_S5LhSWfUtc;H Daly,;0;0;books.google.com;-;-;-;1994;-
29.08.2014;english;Biodiversity regulates ecosystem predictability;http://www.nature.com/nature/journal/v390/n6656/abs/390162a0.html;J Mc, PM Harris, PJ Morin,;0;0;Grady-Steed, ,  - Nature,  - nature.com;-;-;-;1997;-
29.08.2014;english;Nutrient dynamics and food-web stability;http://www.jstor.org/stable/2097085;DL De, PJ Mulholland, AV Palumbo,;0;0;Angelis, ,   - Annual Review of   ,  - JSTOR;-;-;-;1989;-
29.08.2014;english;Industrial ecology and industrial ecosystems;http://www.sciencedirect.com/science/article/pii/095965269500045G;EA Lowe, LK Evans,;0;0;Journal of Cleaner Production,  - Elsevier;-;-;-;1995;-
29.08.2014;english;A preliminary account of the ecology of sandy beaches in southern Brazil;http://link.springer.com/chapter/10.1007/978-94-017-2938-3_29;NM Gianuca,;0;0;Sandy beaches as ecosystems,  - Springer;-;-;-;1983;-
29.08.2014;english;Forest ecosystem processes at the watershed scale: sensitivity to remotely-sensed leaf area index estimates;http://www.tandfonline.com/doi/abs/10.1080/01431169308904290;R Nemani, L Pierce, S Running,;0;0; - International journal of   ,  - Taylor   Francis;-;-;-;1993;-
29.08.2014;english;[КНИГА][B] Man-made closed ecological systems;http://books.google.com/books?hl=ru lr= id=vxnV-2k6z2wC oi=fnd pg=PR7 dq=%D0%97%D0%B0%D0%BC%D0%BA%D0%BD%D1%83%D1%82%D0%B0%D1%8F+%D1%8D%D0%BA%D0%BE%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0 ots=CmjV1hinmp sig=Kz17chd8uUwZUXh3QE1Y4zOGMkY;JI Gitelson, GM Lisovsky,;0;0;books.google.com;-;-;-;2003;-
29.08.2014;english;Gross primary production and net ecosystem exchange of a cool-temperate deciduous forest estimated by the eddy covariance method;http://www.sciencedirect.com/science/article/pii/S0168192302000825;N Saigusa, S Yamamoto, S Murayama, H Kondo,;0;0; - Agricultural and Forest   ,  - Elsevier;-;-;-;2002;-
29.08.2014;english;[HTML][HTML] Potential of MODIS EVI and surface temperature for directly estimating per&#8208 pixel ecosystem C fluxes;http://onlinelibrary.wiley.com/doi/10.1029/2005GL024127/full;AF Rahman, DA Sims, VD Cordova,;0;0; - Geophysical Research  ,  - Wiley Online Library;-;-;-;2005;-
29.08.2014;english;Ecotoxicological studies. 3. Heavy metals contaminating water and fish from Fayoum Governorate, Egypt;http://www.sciencedirect.com/science/article/pii/S0308814601001972;SA Mansour, MM Sidky,;0;0;Food Chemistry,  - Elsevier;-;-;-;2002;-
29.08.2014;english;Quantitative ecology and the woodland ecosystem concept;http://www.sciencedirect.com/science/article/pii/S0065250408603025/pdf?md5=e6ae835a9aaa509181e40daae0a34567 pid=1-s2.0-S0065250408603025-main.pdf _valck=1;JD Ovington,;0;0;Advances in ecological research,  - Elsevier;-;-;-;1962;-
29.08.2014;english;[PDF][PDF] 1m Approach to the Preliminary Evaluation of Closed Ecological Life Support System (CELSS) Scenarios and Control Strategies;http://www.researchgate.net/publication/23590120_An_approach_to_the_preliminary_evaluation_of_Closed_Ecological_Life_Support_System_(CELSS)_scenarios_and_control_strategies/file/e0b4952b09397b777d.pdf;RC Spear,;0;0;researchgate.net;-;-;-;1982;-
29.08.2014;english;[PDF][PDF] Phosphorus cycling in an eelgrass (Zostera marina L.) ecosystem;http://tube.aslo.net/lo/toc/vol_17/issue_1/0058.pdf;CP Mc, RJ Barsdate, M Nebert,;0;0;Roy, ,  - Limnol. Oceanogr,  - tube.aslo.net;-;-;-;1972;-
29.08.2014;english;Power, knowledge and political ecology in the third world: a review;http://ppg.sagepub.com/content/22/1/79.short;RL Bryant,;0;0;Progress in physical geography,  - ppg.sagepub.com;-;-;-;1998;-
29.08.2014;english;Responses of N-limited ecosystems to increased CO2: a balanced-nutrition, coupled-element-cycles model;http://www.esajournals.org/doi/abs/10.1890/1051-0761(1997)007%5B0444:RONLET%5D2.0.CO%3B2;EB Rastetter, GR Shaver,;0;0;GI &#197 gren,  - Ecological Applications,  - Eco Soc America;-;-;-;1997;-
29.08.2014;english;Addressing ecosystem effects of fishing using marine protected areas;http://icesjms.oxfordjournals.org/content/57/3/752.short;UR Sumaila, S Gu, J Alder, ES Journal,;0;0;233 nette,   - IC of   ,  - icesjms.oxfordjournals.org;-;-;-;2000;-
29.08.2014;english;Predator-prey systems with group defence: The paradox of enrichment revisited;http://link.springer.com/article/10.1007/BF02462320;HI Freedman, SK Wolkowicz,;0;0;G - Bulletin of Mathematical Biology,  - Springer;-;-;-;1986;-
29.08.2014;english;The carbon cycle and global forest ecosystem;http://link.springer.com/article/10.1007/BF01105003;RA Sedjo,;0;0;Water, Air, and Soil Pollution,  - Springer;-;-;-;1993;-
29.08.2014;english;An alternative way to compute Fourier amplitude sensitivity test (FAST);http://www.sciencedirect.com/science/article/pii/S0167947397000431;A Saltelli, R Bolado,;0;0;Computational Statistics   Data Analysis,  - Elsevier;-;-;-;1998;-
29.08.2014;english;Responsible fisheries in the marine ecosystem;http://www.sciencedirect.com/science/article/pii/S0165783602001686;M Sinclair, R Arnason, J Csirke, Z Karnicki,;0;0; - Fisheries   ,  - Elsevier;-;-;-;2002;-
29.08.2014;english;Supply-chain management for recoverable manufacturing systems;http://pubsonline.informs.org/doi/abs/10.1287/inte.30.3.125.11656;DR Guide, V Jayaraman, R Srivastava,;0;0;V Jr, ,   -   ,  - pubsonline.informs.org;-;-;-;2000;-
29.08.2014;русский;[ЦИТИРОВАНИЕ][C] ПРОБЛЕМЫ УСТОЙЧИВОГО РАЗВИТИЯ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ В БАКИНСКОЙ ЭКОСИСТЕМЕ РАССЕЛЕНИЯ;-;Э Гусейнов,;0;0;;-;-;-;2011;-
29.08.2014;english;Large annual net ecosystem CO2 uptake of a Mojave Desert ecosystem;http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2486.2008.01593.x/full;G Wohlfahrt, LF Fenstermaker,;0;0; - Global Change   ,  - Wiley Online Library;-;-;-;2008;-
29.08.2014;english;Are populations of coral reef fish open or closed?;http://www.sciencedirect.com/science/article/pii/S0169534702025843;C Mora, PF Sale,;0;0;Trends in Ecology   Evolution,  - Elsevier;-;-;-;2002;-
29.08.2014;english;Wildfire regime in the boreal forest and the idea of suppression and fuel buildup;http://onlinelibrary.wiley.com/doi/10.1046/j.1523-1739.2001.01005.x/full;EA Johnson, K Miyanishi, RJ Bridge,;0;0;S - Conservation Biology,  - Wiley Online Library;-;-;-;2001;-
29.08.2014;english;[HTML][HTML] Lidar Remote Sensing for Ecosystem Studies Lidar, an emerging remote sensing technology that directly measures the three-dimensional distribution of plant   ;http://bioscience.oxfordjournals.org/content/52/1/19.short;MA Lefsky, WB Cohen, GG Parker,;0;0; -   ,  - bioscience.oxfordjournals.org;-;-;-;2002;-
29.08.2014;english;Ecosystem-based fishery management: what is it and how can we do it?;http://www.ingentaconnect.com/content/umrsmas/bullmar/2002/00000070/00000002/art00014;J Brodziak, J Link,;0;0;Bulletin of Marine Science,  - ingentaconnect.com;-;-;-;2002;-
29.08.2014;english;Increasing renewable energy sources in island energy supply: case study Porto Santo;http://www.sciencedirect.com/science/article/pii/S1364032103001254;N Dui,;0;0;263 , M da Gra&#231 a Carvalho - Renewable and Sustainable Energy   ,  - Elsevier;-;-;-;2004;-
29.08.2014;русский;Вычислительные эксперименты с адаптивной моделью морской экосистемы, представленной уравнениями реакции–диффузии;http://dspace.nbuv.gov.ua/handle/123456789/56709;ЕВ Романовский, ИЕ Тимченко,;0;0;Морской гидрофизический   ,  - dspace.nbuv.gov.ua;-;-;-;2011;-
29.08.2014;english;Biological invasion by Myrica faya alters ecosystem development in Hawaii;http://www.sciencemag.org/content/238/4828/802.short;PM Vitousek, LR Walker, LD Whiteaker,;0;0; - Science,  - sciencemag.org;-;-;-;1987;-
29.08.2014;english;Stable carbon isotopes in terrestrial ecosystem research;http://link.springer.com/chapter/10.1007/978-1-4612-3498-2_11;LL Tieszen, TW Boutton,;0;0;Stable isotopes in ecological research,  - Springer;-;-;-;1989;-
29.08.2014;english;Effect of cropping systems on soil chemical characteristics, with emphasis on soil acidification*;http://link.springer.com/article/10.1023/A:1004266831343;ML Burle, J Mielniczuk, S Focchi,;0;0;Plant and Soil,  - Springer;-;-;-;1997;-
29.08.2014;english;The effect of experimental ecosystem warming on CO2 fluxes in a montane meadow;http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2486.1999.00216.x/full;SR Saleska, JN Harte, MS Torn,;0;0;Global Change Biology,  - Wiley Online Library;-;-;-;1999;-
29.08.2014;english;[PDF][PDF] Ecosystem decay of Amazon forest remnants;http://www.sfu.ca/~ianh/geog315/readings/Lovejoy1.pdf;TE Lovejoy, JM Rankin, RO Bierregaard,;0;0;Jr  - Extinctions. University of   ,  - sfu.ca;-;-;-;1984;-
29.08.2014;русский;[HTML][HTML] ИСПОЛЬЗОВАНИЕ МОДЕЛИ ДИНАМИКИ НАСЕЛЕНИЯ ПТИЦ ДЛЯ МОНИТОРИНГА ПОЙМЕННЫХ ЭКОСИСТЕМ (НА ПРИМЕРЕ СРЕДНЕЙ ОБИ);http://cyberleninka.ru/article/n/ispolzovanie-modeli-dinamiki-naseleniya-ptits-dlya-monitoringa-poymennyh-ekosistem-na-primere-sredney-obi;ВП Болотнов,;0;0;Известия Томского политехнического   ,  - cyberleninka.ru;-;-;-;2008;-
29.08.2014;русский;Разнообразие ракообразных в гиперсоленом озере Херсонесское (Крым);http://repository.crimea.edu/jspui/handle/123456789/8485;ЕВ Ануфриева, НВ Шадрин,;0;0;repository.crimea.edu;-;-;-;2012;-
29.08.2014;русский;CO 2 flux determination by closed-chamber methods can be seriously biased by inappropriate application of linear regression;http://www.biogeosciences.net/4/1005/2007/bg-4-1005-2007.html;L Kutzbach, J Schneider, T Sachs, M Giebels,;0;0; -   ,  - biogeosciences.net;-;-;-;2007;-
29.08.2014;english;Forest ecosystem distribution in the taiga environment;http://link.springer.com/chapter/10.1007/978-1-4612-4902-3_3;LA Viereck, K Van, CT Dyrness,;0;0;Cleve,  - Forest ecosystems in the Alaskan   ,  - Springer;-;-;-;1986;-
29.08.2014;english;Stable isotopes in ecosystem studies;http://www.jstor.org/stable/2097134;BJ Peterson, B Fry,;0;0;Annual review of ecology and systematics,  - JSTOR;-;-;-;1987;-
29.08.2014;english;[ЦИТИРОВАНИЕ][C] Methods for measuring atmospheric gas transport in agricultural and forest systems;https://dl.sciencesocieties.org/publications/books/abstracts/asaspecialpubli/agriculturaleco/19;OT Denmead, MR Raupach,;0;0;  ecosystem effects on trace   ,  - dl.sciencesocieties.org;-;-;-;1993;-
29.08.2014;english;Global pattern of NPP to GPP ratio derived from MODIS data: effects of ecosystem type, geographical location and climate;http://onlinelibrary.wiley.com/doi/10.1111/j.1466-8238.2008.00442.x/full;Y Zhang, M Xu, H Chen, J Adams,;0;0;Global Ecology and   ,  - Wiley Online Library;-;-;-;2009;-
29.08.2014;english;Ecosystem as a Criterion for Public Land Policy, The;http://heinonlinebackup.com/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/narj10 section=23;LK Caldwell,;0;0;Nat. Resources J.,  - HeinOnline;-;-;-;1970;-
29.08.2014;english;Inflatable structures for a lunar base;http://arc.aiaa.org/doi/pdf/10.2514/6.1993-4177;-;0;0;CO FORT COLLINS -  - arc.aiaa.org;-;-;-;1993;-
29.08.2014;english;Optimal spatial management of renewable resources: matching policy scope to ecosystem scale;http://www.sciencedirect.com/science/article/pii/S0095069604001378;JN Sanchirico, JE Wilen,;0;0;Journal of Environmental Economics and   ,  - Elsevier;-;-;-;2005;-
29.08.2014;english;A protist, Euglena gracilis Z, functions as a sole nutrient source in a closed ecosystem;http://jlc.jst.go.jp/JST.Journalarchive/seitaikogaku1989/8.7?from=Google;-;0;0;3 &#37326 &#38263 &#20037 &#65292  &#23470 &#27494 &#21644 &#23389 &#65292  &#23665 &#22320 &#20142 &#19968 &#65292  &#35199 &#28580 &#20124 &#21033 &#65292  &#37325 &#23713 &#25104   - CELSS JOURNAL, 1995 - jlc.jst.go.jp;-;-;-;2001;-
29.08.2014;english;[ЦИТИРОВАНИЕ][C] The importance of root distributions for hydrology, biogeochemistry, and ecosystem functioning;-;RB Jackson,;0;0; , Ecosystem Dynamics, and Biogeochemistry in   ,  - Wiley New York;-;-;-;1999;-
29.08.2014;english;Intermittent denitrification: The application of a&lt  sup&gt  15&lt /sup&gt  N natural abundance method to a forested ecosystem;http://www.sciencedirect.com/science/article/pii/S0016703797002846;K Koba, N Tokuchi, E Wada, T Nakajima,;0;0; -    et Cosmochimica Acta,  - Elsevier;-;-;-;1997;-
29.08.2014;english;Effects of canopy structure on resource availability and seedling responses in a longleaf pine ecosystem;http://www.nrcresearchpress.com/doi/pdf/10.1139/x97-081;BJ Palik, RJ Mitchell, G Houseal, RC Research,;0;0; - Canadian Journal of   ,  - N Press;-;-;-;1997;-
29.08.2014;english;Effects of a partially closed area in the North Sea (“plaice box”) on stock development of plaice;http://icesjms.oxfordjournals.org/content/57/4/1014.short;MA Pastoors, AD Rijnsdorp, ES Journal,;0;0; - IC of   ,  - icesjms.oxfordjournals.org;-;-;-;2000;-
29.08.2014;english;Pattern and structure in an oceanic zooplankton community;http://icb.oxfordjournals.org/content/19/4/1045.short;TL Hayward, JA Mc,;0;0;Gowan - American Zoologist,  - Soc Integ Comp Biol;-;-;-;1979;-
29.08.2014;русский;A new estimate of changing carbon storage on land since the last glacial maximum, based on global land ecosystem reconstruction;http://www.sciencedirect.com/science/article/pii/S0921818198000034;JM Adams, H Faure,;0;0;Global and Planetary Change,  - Elsevier;-;-;-;1998;-
29.08.2014;english;The role of grass shrimp, Palaemonetes pugio, in a tidal marsh ecosystem;http://www.jstor.org/stable/1935488;BL Welsh,;0;0;Ecology,  - JSTOR;-;-;-;1975;-
29.08.2014;english;Modeling grizzly bear habitats in the Yellowhead ecosystem of Alberta: taking autocorrelation seriously;http://www.jstor.org/stable/3873186;SE Nielsen, MS Boyce, GB Stenhouse, HM Munro,;0;0;R - Ursus,  - JSTOR;-;-;-;2002;-
29.08.2014;english;Impacts of soil moisture on nitrous oxide emission from croplands: a case study on the rice-based agro-ecosystem in Southeast China;http://www.sciencedirect.com/science/article/pii/S1465997299000562;X Zheng, M Wang, Y Wang, R Shen, J Gou, J Li,;0;0; -   -Global Change Science,  - Elsevier;-;-;-;2000;-
29.08.2014;english;Contribution of the hyporheic zone to ecosystem metabolism in a prealpine gravel-bed-river;http://www.jstor.org/stable/1468172;MW Naegeli, U Uehlinger,;0;0;Journal of the North American Benthological   ,  - JSTOR;-;-;-;1997;-
29.08.2014;english;[PDF][PDF] Importance of functional biodiversity and species-specific traits of benthic fauna for ecosystem functions in marine sediment;http://www.abo.fi/public/en/media/16577/norlingetal2007meps332.pdf;K Norling, R Rosenberg, S Hulth, A Gr,;0;0;233 mare  - Marine Ecology Progress   ,  - abo.fi;-;-;-;2007;-
29.08.2014;english;About the use of rank transformation in sensitivity analysis of model output;http://www.sciencedirect.com/science/article/pii/0951832095000992;A Saltelli, IM Sobol,;0;0;Reliability Engineering   System Safety,  - Elsevier;-;-;-;1995;-
29.08.2014;english;Calorie Restriction, Aging, and Cancer Prevention: Mechanisms of Action and Applicability to Humans*;http://www.annualreviews.org/doi/abs/10.1146/annurev.med.54.101601.152156;SD Hursting, JA Lavigne, D Berrigan,;0;0; - Annual review of   ,  - annualreviews.org;-;-;-;2003;-
29.08.2014;english;[КНИГА][B] On the self-regulation of behavior;http://books.google.com/books?hl=ru lr= id=U9xi8wlfWccC oi=fnd pg=PR17 dq=%D0%97%D0%B0%D0%BC%D0%BA%D0%BD%D1%83%D1%82%D0%B0%D1%8F+%D1%8D%D0%BA%D0%BE%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0 ots=gNeAdP2-bC sig=3ky_ufQ3YIvS3yNK-uXmqcHrLBg;CS Carver, MF Scheier,;0;0;books.google.com;-;-;-;2001;-
